comment_id,annotator_id,platform,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech,hate_speech_score,text,infitms,outfitms,annotator_severity,std_err,annotator_infitms,annotator_outfitms,hypothesis,target_race_asian,target_race_black,target_race_latinx,target_race_middle_eastern,target_race_native_american,target_race_pacific_islander,target_race_white,target_race_other,target_race,target_religion_atheist,target_religion_buddhist,target_religion_christian,target_religion_hindu,target_religion_jewish,target_religion_mormon,target_religion_muslim,target_religion_other,target_religion,target_origin_immigrant,target_origin_migrant_worker,target_origin_specific_country,target_origin_undocumented,target_origin_other,target_origin,target_gender_men,target_gender_non_binary,target_gender_transgender_men,target_gender_transgender_unspecified,target_gender_transgender_women,target_gender_women,target_gender_other,target_gender,target_sexuality_bisexual,target_sexuality_gay,target_sexuality_lesbian,target_sexuality_straight,target_sexuality_other,target_sexuality,target_age_children,target_age_teenagers,target_age_young_adults,target_age_middle_aged,target_age_seniors,target_age_other,target_age,target_disability_physical,target_disability_cognitive,target_disability_neurological,target_disability_visually_impaired,target_disability_hearing_impaired,target_disability_unspecific,target_disability_other,target_disability,annotator_gender,annotator_trans,annotator_educ,annotator_income,annotator_ideology,annotator_gender_men,annotator_gender_women,annotator_gender_non_binary,annotator_gender_prefer_not_to_say,annotator_gender_self_describe,annotator_transgender,annotator_cisgender,annotator_transgender_prefer_not_to_say,annotator_education_some_high_school,annotator_education_high_school_grad,annotator_education_some_college,annotator_education_college_grad_aa,annotator_education_college_grad_ba,annotator_education_professional_degree,annotator_education_masters,annotator_education_phd,annotator_income_<10k,annotator_income_10k-50k,annotator_income_50k-100k,annotator_income_100k-200k,annotator_income_>200k,annotator_ideology_extremeley_conservative,annotator_ideology_conservative,annotator_ideology_slightly_conservative,annotator_ideology_neutral,annotator_ideology_slightly_liberal,annotator_ideology_liberal,annotator_ideology_extremeley_liberal,annotator_ideology_no_opinion,annotator_race_asian,annotator_race_black,annotator_race_latinx,annotator_race_middle_eastern,annotator_race_native_american,annotator_race_pacific_islander,annotator_race_white,annotator_race_other,annotator_age,annotator_religion_atheist,annotator_religion_buddhist,annotator_religion_christian,annotator_religion_hindu,annotator_religion_jewish,annotator_religion_mormon,annotator_religion_muslim,annotator_religion_nothing,annotator_religion_other,annotator_sexuality_bisexual,annotator_sexuality_gay,annotator_sexuality_straight,annotator_sexuality_other
32811,3540,2,3.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.14,"Cold hoe that's a must, bitch body A plus, bitch pussy A1",1.22,1.05,0.46,0.42,0.71,0.6,-0.10561756252368107,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,masters,100k-200k,neutral,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,29.0,true,false,false,false,false,false,false,false,false,false,false,true,false
33729,3610,2,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,-2.36,Da real white thug,1.3,1.48,-0.09,0.36,0.76,0.73,-0.3835469763025315,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,36.0,false,false,false,false,false,false,false,false,true,false,false,true,false
47480,8856,3,4.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,-0.11,Deport AOC and friends to mexico! Tell them if they want to help the problem to start there! Problem solved for all!,0.65,0.56,-0.12,0.29,1.84,3.12,-0.21061154263441892,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,50k-100k,neutral,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,62.0,false,false,false,false,false,false,false,true,false,false,false,true,false
10694,8325,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-5.59,"You are an amazing dad! Don't forget that girls can have crush's on other girls too. My mom always asked me is I like anyone rather than any boys and would always talk about ""when you bring home a boyfriend or girlfriend"" which got old once it became clear I was straight but was still the right approach.",0.72,0.19,-0.3,0.71,0.74,6.58,-1.184580323027426,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,39.0,false,false,true,false,false,false,false,false,false,false,false,true,false
1031,5754,0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,-2.78,I'd suck that cock dry and then fill all your holes with cum 😉,0.14,0.09,0.15,0.65,0.79,0.87,0.3113801225603943,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_aa,50k-100k,liberal,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,26.0,false,true,false,false,false,false,false,false,false,true,false,false,false
48834,8072,3,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,-1.99,@LT Wilson I think you are a joke for assuming and being so negative and prudish. She clearly hasn't slept with everyone and bullies like you ridiculous.,1.05,0.66,-0.23,0.6,1.22,1.26,-0.3190457174526713,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,masters,100k-200k,extremely_liberal,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,25.0,false,false,false,false,false,false,false,false,true,false,false,true,false
43341,5860,3,4.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,1.02,"Dwight Howard is a undercover Faggot, this guy was caught on camera fondling Isiah Canaan penis when you were playing for the Rockets. Dwight's career is over because he's softer than marmalade and he couldn't shoot a beach ball into a ocean.",0.52,0.49,0.28,0.32,0.77,0.51,0.2029708465734072,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,10k-50k,extremely_liberal,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,33.0,true,false,false,false,false,false,false,false,false,false,false,true,false
47870,227,3,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,-0.16,At this point joe is a retard that cares about transgender playing sports. Sad to see,0.58,0.43,0.89,0.59,0.86,0.66,-0.16592533222877218,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_aa,10k-50k,slightly_liberal,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,31.0,true,false,false,false,false,false,false,false,false,false,false,true,false
49895,9488,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-4.0,Hero Rohit Sharma love From Pakistan😍😍,1.07,0.54,-0.7,0.48,1.28,1.35,-1.2805829913364115,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,high_school_grad,50k-100k,neutral,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,71.0,false,false,false,false,false,false,false,false,true,false,false,true,false
37291,8201,2,4.0,4.0,3.0,4.0,3.0,1.0,0.0,2.0,3.0,2.0,-0.15,stupid ugly ass cracker is somehow going to avoid getting the death penalty,0.81,0.73,-0.15,0.34,0.99,1.02,0.4682818752637887,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,masters,50k-100k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,39.0,false,false,false,false,false,false,false,false,true,false,false,true,false
11121,2218,0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,-1.67,"They wanna fuck so bad, just do it already, nobody cares if you're gay.",0.57,0.54,-0.58,0.3,0.95,0.96,-0.2592322665645374,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,high_school_grad,10k-50k,liberal,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,26.0,false,false,false,false,false,false,false,true,false,false,true,false,false
38307,8115,2,3.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,-0.31,Niggas shone fr i bought ah nigga ah sub from da corner sto... too easy,1.54,1.33,-0.09,0.3,0.8,0.64,-0.3689953159853139,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,some_college,10k-50k,neutral,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,49.0,true,false,false,false,false,false,false,false,false,false,false,true,false
19352,9715,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-4.67,As a slightly feminine top I appreciate all masc bottoms that enjoy a dude like me,0.55,0.24,-0.49,0.48,0.96,0.65,-1.1139242181837523,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,some_college,<10k,liberal,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,49.0,false,false,false,false,false,false,false,true,false,false,false,true,false
24301,2593,2,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-4.42,"#जीवन_आशा_मुहिम Even today a young widow has to face social stigma. Wearing white clothes, facing boycott, etc. are common problems. To fight this social evil, initiative to promote widow marriages has been launched by Saint Dr. Gurmeet Ram Rahim Singh Ji Insan @Gurmeetramrahim",0.9,0.33,-0.85,0.4,1.04,1.21,-1.1542178608538147,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_aa,100k-200k,conservative,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,53.0,false,false,true,false,false,false,false,false,false,false,false,true,false
23452,4616,2,4.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,-3.24,"Gays, it's June. Be gay, do crimes, shoot your shot, seize the means, be flamboyant and joyous and freaky, punch a nazi in the face, tell your friends you love them, run a bath, don't be sorry, our desire is our power.",1.72,3.1,-0.91,0.45,1.08,1.05,-0.3397795894131903,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,100k-200k,conservative,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,42.0,false,false,false,false,false,false,false,true,false,false,false,true,false
886,9886,0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,-0.78,white people are fucking crazy,0.49,0.66,-0.48,0.34,1.31,1.19,-0.2448931558351965,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,high_school_grad,10k-50k,no_opinion,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,20.0,false,false,false,false,false,false,false,true,false,false,false,true,false
32374,5521,2,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,0.03,I say abolish muslims and illegals out of this country,0.75,0.66,0.27,0.3,0.82,0.84,0.16139884270880214,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,10k-50k,neutral,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,33.0,true,false,false,false,false,false,false,false,false,false,false,false,true
25790,7477,2,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.43,@odysseuslahori @IqShoaib Hang till death all religious pimps !!,1.42,1.22,0.41,0.5,1.01,1.07,0.2561421908956335,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,50k-100k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,30.0,false,false,true,false,false,false,false,false,false,false,false,true,false
5611,6998,0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,-2.22,Well this explains all the Muslim people I saw gathering in a field this morning.,0.33,0.17,-0.16,0.36,1.17,1.06,-0.28364549035731595,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,masters,50k-100k,extremely_liberal,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,39.0,false,false,true,false,false,false,false,false,false,false,false,true,false
44643,8824,3,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1.48,Saudi should attack Iran and see what happens to these barbaric cowards! America should stay out of the fight.,1.29,1.5,0.05,0.4,1.29,1.75,0.5885969852506667,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_aa,50k-100k,extremely_conservative,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,36.0,false,false,true,false,false,false,false,false,false,false,false,true,false
31537,6314,2,4.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,0.23,"@4248 This is the influence of ""godly people"" that you're bragging about? It would seem to me that racists, demagogues, homophobes, transphobes, serial killers, bigots and misogynistic pieces of shit hide behind ""muh religion"" to preach their hatred or anyone not a straight white male? URL",0.74,0.65,-0.37,0.3,0.91,0.51,-0.2431196179758389,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,50k-100k,extremely_liberal,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,34.0,true,false,false,false,false,false,false,false,false,false,false,true,false
11238,8609,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.23,get the fuck out of my country before i bash you beta cunt.,0.62,0.64,-1.16,0.45,0.78,0.97,0.4393808454858911,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,masters,50k-100k,conservative,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,69.0,false,false,true,false,false,false,false,false,false,false,false,true,false
19943,1532,0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,-2.02,"Are you attractive? Do you have a strong frame? Go game all of them and fuck the one who takes the most interest. Be attractive, not unattractive and you literally can't go wrong.",0.16,0.11,0.11,0.62,0.92,0.84,-0.6035470321057324,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,24.0,true,false,false,false,false,false,false,false,false,false,false,true,false
20844,1782,2,3.0,4.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,0.38,Fuck Yeah ! Filthy Fuck'n Dirty Cock Cleanin' Sweat Fuck'n Drippin' Total Fuck'n Bottom Slut Christian Gettin' Gang Fuck'n Bred Hard and Fuck'n Rough for Balls Deep Fuck'n Loads of Filthy Fuck'n Dirty Cum Floodin' His Greedy Slutted Out Fuck'n Cunt (T.I.M)(Final Part) 👍 URL,1.05,1.25,0.19,0.36,0.73,0.68,0.2263971250349335,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,some_college,100k-200k,conservative,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,44.0,false,false,true,false,false,false,false,false,false,false,false,true,false
39016,10060,2,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,2.32,Niggers are ruining this country,0.65,0.57,0.09,0.56,0.77,0.59,0.5064086278589035,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,50k-100k,liberal,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,54.0,false,false,true,false,false,false,false,false,false,false,false,true,false
42490,3123,3,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,-2.58,Edeline Chouloute Meghan mom is black her dad is white Meghan is mixed,0.38,0.21,0.6,0.37,1.27,1.48,-0.9693551505849021,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,50k-100k,extremely_liberal,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,41.0,true,false,false,false,false,false,false,false,false,false,false,true,false
1402,4901,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.29,"I mean I agree with you, but focusing on Islam only instead of religion in general is like punishing 1 of your 2 kids for doing the same. Oppressive religion should be your focus, not oppressive Islam",1.1,0.38,0.38,0.34,1.44,1.91,-0.5686665342058242,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,high_school_grad,10k-50k,extremely_conservative,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,36.0,false,false,true,false,false,false,false,false,false,false,false,true,false
41581,2996,3,4.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,4.0,2.0,0.1,fuck white people,0.97,0.84,-0.09,0.35,1.25,1.36,0.17111196000834508,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,slightly_liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,24.0,false,false,false,false,false,false,false,true,false,false,false,true,false
48081,2980,3,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,0.0,0.2,Americans forgot get that they are the invaders! This wasn't they're land ! You guys took it by raping and murdering innocent people !,1.08,0.88,-0.89,0.31,1.33,1.11,0.06188939960806567,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,45.0,false,false,false,false,false,false,true,false,false,false,false,true,false
12449,2893,0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,2.0,0.43,Fuck all the bitch niggas,0.62,0.52,-0.75,0.36,1.19,0.65,0.27618942692491083,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,high_school_grad,10k-50k,neutral,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,56.0,true,false,false,false,false,false,false,false,false,false,false,true,false
46066,2914,3,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,-0.6,I'm gonna take that dick put it in my hole I'm gonna ride till I can't no more I got that dick inside my ass condom on the grass eat that fucking bass while I'm smacking my own ass riding on that dick it just made me shit I came out the closet now I really need shit,1.57,1.14,-0.02,0.42,0.81,0.65,0.1370648519971689,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,50k-100k,liberal,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,31.0,false,true,false,false,false,false,false,false,false,false,false,true,false
37829,4339,2,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-4.46,"Dear Lord, looking around this Sunday afternoon and it seems like the world is letting these vile terrorists murderers of our fellow Americans win. Their actions have just incited more hate. We pray to not let them win. Do not let the devil win. Please Lord help us LOVE one URL",2.39,0.76,-0.16,0.5,1.07,0.86,0.1050479819357746,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,50k-100k,neutral,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,38.0,false,false,true,false,false,false,false,false,false,false,false,true,false
1192,10352,0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,3.0,2.0,-0.4,Please send us a video of you fucking a dildo or your daddy... But I also love to see a pussy drooling bad,0.92,0.73,-1.04,0.42,0.99,1.1,0.27735025007688874,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,50k-100k,liberal,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,33.0,false,false,false,false,false,false,false,true,false,false,false,true,false
44768,3590,3,4.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.37,This black retarded 🤡 always tryna diss the rockets.. who is blood tho???? Never ever heard of cuz stats,0.84,0.75,0.01,0.31,0.93,0.72,-0.2399148174655765,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,male,no,college_grad_ba,50k-100k,neutral,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,42.0,false,false,true,false,false,false,false,false,false,false,false,true,false
